text,label
"What did was the title of the pope before 1630?",conversational
"Who was sent as governer-general to the Spanish Empire?",conversational
"What is located in the vaulted undercroft beneath the monks' dormitory?",conversational
"What is the name of the popular album released by Des'ree?",conversational
"Who was initially opposed to the idea of creating the HDI?",conversational
"Attic Greek developed into what lingua franca?",conversational
"Which part of the Bible did Kerry find the most moving?",conversational
"What was Schwarzenegger's older brother's name?",conversational
"What political ideology did Nasser wholeheartedly back in 1961?",conversational
"What is one cause of dielectric gains in a capacitor?",conversational
"Humanity's closest primate relatives are the what?",conversational
" What is the third most intense storm on Neptune?",conversational
" Who broke the world record set by Jacobi's second motor?",conversational
"What village claims that it no longer has native Sanskrit speakers?",conversational
"Who dominated politics after 1435?",conversational
"What percentage of the vote did Schwarzenegger's opponent Bustamante receive?",conversational
"What was the first season in which England's qualifiers and friendlies were broadcast on ITV?",conversational
"What kind of systems did branches focus on?",conversational
"What is the dominant religion in Tibet?",conversational
"Who thought the force of Popper's remarks was impaired to the attention he paid to the conflict?",conversational
"Other than the $100 bill, which other note is not going to be redesigned?",conversational
"What journal was founded in 2018 that features articles by professors and law students?",conversational
"What did the Thonburi Technology Institute become after its name change?",conversational
"How many PureCell Model 400 fuel cells can be found in New Haven?",conversational
"How many active members were there in 1975?",conversational
"What name does the Boston School for Deaf Mutes go by now?",conversational
"What position do some popes currently hold?",conversational
"What are the variations in the text of witnesses known as?",conversational
"Who succeeded Vladimir Lenin?",conversational
"How many people could fit into Highbury?",conversational
"What is thought to have helped Greece's potential output?",conversational
"How many patients a year does the trust treat?",conversational
"In what parts of the New World do uncontacted peoples live?",conversational
"What was done after Amanda Todd's death?",conversational
"What religious group was in charge of Rome's sacred flame?",conversational
"What apparitions reportedly took place in 1917?",conversational
"What year was Gilbert awarded for his efforts?",conversational
"What is the Ortodox term reserved for Marian veneration?",conversational
"How many Soviet military members died within the first nine months of the war between the two countries?",conversational
"What were models pre-1946 labeled with?",conversational
"Who fought in the Heiji Rebellion?",conversational
"Which treaty was de facto disbanded during the 1989 violent revolution in Russia?",conversational
"Along with businesspeople, what sort of Somalis live in Sudan?",conversational
"How much more does a average commercial  turkey weigh in comparison to its wild turkey cousins ?",conversational
"Why are the presence of certain enzymes a sign of good health?",conversational
"Where was Oklahoma's first medieval fair?",conversational
"What does USB 2.0 High-Speed Inter-Chip eliminate?",conversational
"What type of bait do experienced anglers dislike?",conversational
"Who largely rejected the developments that led to the theory of conservation of energy?",conversational
"What video format support was added in 2009?",conversational
"How far away from the Confederate executive mansion was the Virginia State Capitol?",conversational
"What chemistry do hydrides serve as bridging ligands?",conversational
"Why did the Japanese have troops on Okinawa?",conversational
"When was Coral Way constructed?",conversational
"How many civilians were the Japanese hoping to kill during their planned attack on San Francisco?",conversational
"What is being built to control flooding in the Hubei province?",conversational
"What was Alsace's predominant religion?",conversational
"What is the market percentage held by the country that controls the biggest share of the global market for goose and guinea fowl meat",conversational
"What year did Diamond Comic Distributors team up with Marvel?",conversational
"What was the former name of the Doubletree?",conversational
"The push for monolingual instruction has been a success in what African country?",conversational
"In the 2010 season, how many teams drew an average of more than 13,000 fans per game?",conversational
"Where did Napoleon Meet Victoria and Albert?",conversational
"How many new data centers did IBM commit to building?",conversational
"What annelids' ears are being studied by engineers?",conversational
"The panel is eventually merged into what?",conversational
"Who issues requirement for hunting migratory waterfowl?",conversational
"What term describes the literally translated Indonesian versions of Dutch terms that have become standard?",conversational
"Between 2008 and 2009, which entertainers did Beyonce beat in earnings?",conversational
"To what does the new packaging have very different mechanical properties?",conversational
"What greatly increased the cost of paper in the 19th century?",conversational
"What are people with high quantities of Amerindian ancestry grouped as?",conversational
"How many citizens born in Cyprus also have parents who were born in Cyprus?",conversational
"When was Quanzhou taking over Xiamen's position as the main port of trade?",conversational
"For what did the college pay a substancial sum and donate 4.5 hectres of land?",conversational
"Who did The League try to force economic sanctions on?",conversational
"What is a secular folk music song in a capella.",conversational
"What event caused Billy Hughes to become Prime Minister?",conversational
"How was the House of Orleans and the British Royal family unrelated?",conversational
"In what decade was Gaddafi first accompanied by his female bodyguard?",conversational
"What lists 2,500 common characters?",conversational
"What shape was the Sixaxis final model in?",conversational
"What is the standard display resolution of the NES?",conversational
"How much area does the Somerset Coalfield cover?",conversational
"Unable to meet the conversion deadline, the CRTC took possession of how many of the CBC's analogue transmitters?",conversational
"What does paying property tax not guarantee?",conversational
"What is absolute according to the theory of relativity?",conversational
"IBM's operating margin in 2013 was what?",conversational
"What is the span of years of the Middle Triassic?",conversational
"What Bermuda sport team participated in the 2007 world cup?",conversational
"Gerhard is in what drug class?",conversational
"What other denominations are there in Raleigh?",conversational
"How many student graduate from the University of Houston per year?",conversational
"What did Emperor Haile Selassie seek to annex in the 1950's?",conversational
"How many people does Goodison Park stadium hold?",conversational
"What is something the public doesn't want the government to do to their finances?",conversational
"What year was Brian May's signature guitar made?",conversational
"What did Warming believe that plants can do?",conversational
"How many drugs were approved in 2007?",conversational
"What writing of Chopin talks about everything about piano playing has to do with proper fingering?",conversational
"Where did the state place on population chart?",conversational
"What word describes orthodox teaching?",conversational
"What South American country did Portugal discover?",conversational
"What political group has a disproportionately large number of Protestants?",conversational
"What were analog computers originally used for?",conversational
"Which doctor did the YSMU rename itself after?",conversational
"How much did 'War of the Worlds' earn?",conversational
"When were computers first used to coordinate information between many locations?",conversational
"What does the term ""prehension"" signify regarding an entities nonperceptions and nonrelations?",conversational
"Why were multiple holidays seized by the Catholic population?",conversational
"What did Al Gore announce was impossible for the Democrats to do to win in 2000?",conversational
"Which state has started to regulate the word ""nutritionist""?",conversational
"What are content creation industries focusing on doing to aid infringement?",conversational
"What is a belembaotuyan in Guam?",conversational
"Where are rose windows never found in the facades of cathedrals?",conversational
"What is a common feature of passive solar architecture?",conversational
"What is found at Room 128a of the Victoria & Albert Museum?",conversational
"What was one of the defining ideological movements of the Twentieth Century?",conversational
"By 1212, John had successfully concluded alliances  with who?",conversational
"What is the minimum amount of external connection terminals to call an item a transistor?",conversational
"Why was Randall Ripley discredited as Speaker in 1883?",conversational
"When was Ronald B. McKerrow born?",conversational
"Did MUSE have a large or small target market, even in Japan?",conversational
"What is related to Women's artistic gymnastics and hop scotch?",conversational
"What violation can lead to a player being expelled from a sports team?",conversational
"How many cases did appellate courts receice in 2010?",conversational
"In Sumerian society, who oversaw the operation of the first formal schools?",conversational
"What hyphenated term did Musgrave coin?",conversational
"Outside of state funded schools, and funds coming from donors, how might a university collect funds?",conversational
"What Greek word is connected with mantis?",conversational
"What was the main requirement of seeking a trial in the Roman courts?",conversational
"What artist created the engraving Beer Street and Gin Lane?",conversational
"Who held that rationality is restricted  to the realm of empirical or scientific theories?",conversational
"What was teh fate of King Farouk after the coup?",conversational
"What is the most common kind of semiconductor?",conversational
"How much has the Red Cross Society  collected?",conversational
"Why don't poor countries go quickly?",conversational
"Which tribes brought down the Western Roman Empire?",conversational
"When didn't Minas Gerais get a cavalry regiment?",conversational
"What prevented the spread of angiosperms towards the poles?",conversational
"What 24-hour rapid transit system is in Philadelphia?",conversational
"What colony did Walter Raleigh found?",conversational
"Where, other than any Federal Reserve bank, can notes be redeemed?",conversational
"What feature is wanted to assist with reducing negative impacts of pesticides?",conversational
"Which big resorts are in Catalina Foothills?",conversational
"What special wooden utensils do many people use to eat Chinese takeout?",conversational
"Sir Edwin Lutyens' city planning in what city marked a shift in design?",conversational
"Where was the first showing of Spectre held?",conversational
"In what country did the World Council of Churches meet in 1968?",conversational
"Which company joined a 50/50 partnership with MCA in 1977?",conversational
"What was the population of Brasilia and its metro in 1960?",conversational
"How many citizens of Thuringia are over the age of 65?",conversational
"What populations did not have autonomy?",conversational
"What has the Brazilian media been accused of?",conversational
"What is the basic race of most people in Seattle?",conversational
"Which similar oil can asphalt be confused with?",conversational
"When did the Battle of Cape Finisterre occur?",conversational
"What was used to make tools in jewelry before Neolithic times?",conversational
"What was the official election slogan in the first Namibia election?",conversational
"Which game journalist was perturbed by a lack of voiced dialogue?",conversational
"In what year did Greece become a part of Rome?",conversational
"What notable Second World War commander disparaged Eisenhower for his lack of combat experience?",conversational
"Antennas with higher gain have what positive feature?",conversational
"What year was an additional 12.5 Billion Canadian Dollars assigned for over five years?",conversational
"In Australia, what percentage of non-passerine birds were partially migratory",conversational
"When did new cases of TB infection start going down?",conversational
"Most of what populations are Muslim?",conversational
"Who was not able to disperse the crowd that had gathered?",conversational
"What percent of Zhejiang was Protestant in 1999?",conversational
"Doubly fed motors have what advantage over single fed?",conversational
"The first private company to offer Hyderabad internet service began offering it in what year?",conversational
"Which airport was shut down?",conversational
"How long is the plan due to last?",conversational
"When do researchers transfer documents to the WNRC?",conversational
"What property is important to manufacturers who use ""second-growth"" hardwood?",conversational
"Who ruled Swaziland in the late 1970s?",conversational
"What is the first step in the human digestive system?",conversational
"What is another word for macroscopic?",conversational
"What two places did Taiwan not want to be considered equal with in the language of the torch's route description?",conversational
"What is the ISCII standard? ",conversational
"How many of the 50 largest US cities are in Oklahoma?",conversational
"Along with the Caribbean, from where does a significant amount of cargo enter MIA?",conversational
"What did Gary Kildall clone to create CP/M?",conversational
"What was Kanye's next album renamed again to?",conversational
"What company did Dell overtake as the smallest PC manufacturer?",conversational
"Where did St. Luke go after he died?",conversational
"What is a subset of a database called that can be accessed by using a spell?",conversational
"What was the government of the RSFSR called up to 1946?",conversational
"What was the first stored-program computer in the world?",conversational
"What are common injuries in wrestling?",conversational
"In what city does Patrick Modiano live?",conversational
"Guns N Roses released both Use Your Illusion albums in what year?",conversational
"when was the new fishing factory ready for use?",conversational
"When the third tiere was added on, what is it in form of? ",conversational
"What was the range of the impact of the new accounting rules on the Greek fiscal figures for the years 1990 to 1979?",conversational
"What is the number one cause of data theft?",conversational
"What was used in early photomechanical technology?",conversational
"When did CRA make rule changes to relax underwriting standards?",conversational
"In what neighborhood is Bicentennial Park not located?",conversational
"Which one section of the graduate exam did Feynman do well in?",conversational
"Where is the memorial chapel of the firemen of the RAF?",conversational
"What was retracted in the 2006 standards?",conversational
"What action did the three companies being sued take?",conversational
"What do annelids without septa have to use for circulation?",conversational
"When was Santa Monica's Bicycle sharing system launched?",conversational
"The red nucleus controls what part(s) of the body?",conversational
"Who avoided Tuva in Feynman's stead?",conversational
"When did Louis surround the city with considerable force?",conversational
"At what event did Sony announce What's New?",conversational
"What becomes insidgnificant when it reaches the surface of the moon?",conversational
"What is the Windows 8 price?",conversational
"How long did GamesRadar say it took Sony to turn the Internet against the PlayStation 3?",conversational
"Which forms retained the long bony tails of their ancestors?",conversational
"What process was repealed in 1967 after use in only one election?",conversational
"What year did Estonia fail at getting independence? ",conversational
"What rank did Montevideo hold in Latin America during 2013?",conversational
"What did Tsar Alexander I give to Chopin?",conversational
"What is C.W. Alcock responsible for eliminating?",conversational
"What percentage of north-eastern Italians have I2a1b1?",conversational
"What can Plainsong or Gregorian chant also be called?",conversational
"When was the construction of Wells Cathedral in England begun?",conversational
"How did Elizabeth's father die?",conversational
" Whom did Braque and Picasso not aim their works at?",conversational
"How many Grammy awards did ""Crazy in Love"" win?",conversational
"what does an isp do?",conversational
"What party in Yugoslavia did he join?",conversational
"What was the name of the Proclamation?",conversational
"What did Neollithic people have?",conversational
"When did King publicly praise the FBI?",conversational
"What do chickens always consume when in artificial environments?",conversational
"What year did the Crimean War end?",conversational
"What publication was the term New Labour never used?",conversational
"What does matter do in chemistry that it does not do in physics?",conversational
"Who was left on the island to recover when sick?",conversational
"Where is Mary depicted before her creation?",conversational
"In what republic did the szlachta lose their legal privileges. ",conversational
"When did President Reagan withdraw marines from Lebanon?",conversational
"In what year did Arsenal move to Holloway?",conversational
"What is being debated in Utrecht",conversational
"Who is upon the bed?",conversational
"What phrase that has come to be associated with a lack of faith was seen as an issue for Christians?",conversational
"What lichen is known to absorb a uranium concentration nearly 400 times higher than the amount in the environment?",conversational
"Who wrote the most about Virgil?",conversational
"How must a finite set of statements be described?",conversational
"In what areas of the world has interest in Whitehead's work spread in recent decades?",conversational
"When did Rome begin to use the Julian calendar?",conversational
"The New English Bible was composed at the abbey during what time?",conversational
"What have historical definitions of Jewish identity been based on?",conversational
"What is the Ganj-i-Sawai unknown for?",conversational
"How old must a citizen of the Marshall Islands be to vote?",conversational
"What type of machine is not used in manufacturing light bulbs?",conversational
"What concept investigates geometric elements that stay stable under group action?",conversational
"What did the govenor device engage to lock the elevator?",conversational
"What is the best absorbed dietary zinc compound?",conversational
"What films did Spielberg turn down in the 70s?",conversational
"How long ago has circumstantial evidence has been found for the existence of angiosperms?",conversational
"How did World War I directly impact Gaddafi's family?",conversational
"Who was recalled?",conversational
"Where does Boston rank nationally in terms of public transportation use?",conversational
"What was Apple originally funded by?",conversational
"What county is Charleston, South Carolina located in?",conversational
"How many buses visit the Port Authority Bus Terminal each day?",conversational
"When did the Venezuelans emmigrate to Mexico?",conversational
"""Charlie's Angels"" featured which single from the band members?",conversational
"What section establishes recovery goals?",conversational
"When did Britain join the European Community?",conversational
"As of 2013, what accounts for about half of new nameplate electrical capacity",conversational
"What is long-distance running as a food hunting-gathering technique?",conversational
"What road does First use stops around to leave a terminal available for other buses?",conversational
"What does boiling sweet wort destroy?",conversational
" What doesn't limit excessive torque?",conversational
"What noble interest did city-dwellers start to mimic in this period?",conversational
"How are many databases accessed?",conversational
"What was one dynasty that provided a poor atmosphere for cultural development?",conversational
"Where was Polybius from?",conversational
"What is the largest city in the U.S. without formal zoning?",conversational
"Around when did the Annexation of Alsace occur?",conversational
"When will the sequel to Spectre being development?",conversational
"How many prize competitions did women win out of the 2300 in France?",conversational
"In Faroese, preaspirated stops contrast with what?",conversational
"What Ostrogothic leader led his people into Italy?",conversational
"Members of what ideology were more heavily elected to the union Congress of People's Deputies?",conversational
"What did English Dominican mystics not experience?",conversational
"St. Barts was formerly a part of what French commune?",conversational
"What made Anglicanism into a more distinct tradition?",conversational
"Where do the Plymouth Raiders play their home games?",conversational
"Who was Detroit's first black mayor?",conversational
"How many votes were there in total on the Everton fan site about the new crest?",conversational
"What type of dipoles which add to the dielectric constant cannot move instantly if a rapidly changing time varying voltage is driving the capacitor?",conversational
"How were the Canadian Forces upgraded in 2008?",conversational
"In the case of an electromagnetic wave these are called quanta of light or protons",conversational
"What did returning black veterans not receive?",conversational
"What religion were most Prussian Lithuanians?",conversational
"Which dialect did writers and linguists of both Serbian and Croatian backgrounds wish to use as their common standard language?",conversational
"What type of ceilings became rare?",conversational
"What animals are more sensitive to reduction in habitat area?",conversational
"How long do members serve in the legislature?",conversational
"When did Boston stop being known for it's garment production and leather goods?",conversational
"According to Avicenna, what could eventually be actualized by an external cause?",conversational
"How many times less abundant than silver is uranium in the Earth's crust?",conversational
"What event led to the return of Estonians back home?",conversational
"Albania was a name for what during Roman Times? ",conversational
"Who was not a major trading partner of Kievan Rus?",conversational
"What percentage of Apples revenue in 1Q08 came from iPods, more than doubling the percentage of notebook sales?",conversational
"How many New Yorkers are of Polish ancestry?",conversational
"What is the size requirement for entry into the AG2R Race?",conversational
"What party did the D.C. Statehood Party merge when?",conversational
"In which year was the London Centre for Nanotechnology established?",conversational
"What Director does the FBI report to?",conversational
"How many teams participate in the Notre Dame Bookstore Basketball tournament?",conversational
"Man in Space Soonest was a program by which organization?",conversational
"Two-fifths of the state's territory was divided between how many families?",conversational
"What was the PLDA formerly known as?",conversational
"Which type of guna is concened with passion and activity?",conversational
"What kind of sea anemone has special mucus to protect the clownfish?",conversational
"Where did the tribes that were almost annihilated in the Battle of Vercellae hail from?",conversational
"What discipline makes use of ethnography?",conversational
"Who did America support during the Chinese Civil War?",conversational
"Where did Benjamin Franklin believe the charge was released in Leyden jars?",conversational
"What was the first year the Oval hosted the FA cup? ",conversational
"Which technique did the Impressionists use to not make their subjects simple forms?",conversational
"How many troops did the Turks send to Gyumri?",conversational
"How many times was Seoul captured in a year?",conversational
"What is not an observable entity? ",conversational
"Which version of North American football has smaller end zones?",conversational
"What kind of movement interfaced with the sword in Nintendo?",conversational
"What all-in-one product was created in 1998 through Apple's consolidations?",conversational
"Why does land availability have an effect on solar energy?",conversational
"What religions were discourages so their places of worship were closed?",conversational
"Who did Bob Ewell attack during the story?",conversational
"After Melbourne, which were the next two fastest growing Australian cities in 2009?",conversational
"On what developments was FLNG technology based?",conversational
"Under the development of fragile software and extreme programming what is written first?",conversational
"How many people live in Iran?",conversational
"What kind of experiments can be used when understanding philosophy?",conversational
"During what time did Cardinal Eugenio Pacelli die?",conversational
"What was a major objective of Britain in joining the Austro-Russian alliance?",conversational
"At what address in London did J.H. Thomas live?",conversational
"When did the Roman Republic begin?",conversational
"Who wrote several decades after Gray's criticism?",conversational
"Who had the fewest number of troops in Korea?",conversational
"What did Darwin say could happen somewhere if there is a change in conditions?",conversational
"What is a metal that copper is combined with to create a greater hardness?",conversational
"What has produced a great deal of controversy?",conversational
"What company did James E. Casey found in 1907 with a borrowed $100?",conversational
"What is a ""C-note"" a reference to?",conversational
"What did Newton's Nataural philosophy replace?",conversational
"Who is essentially considered the commander in chief of the Prussian army?",conversational
"The name of Ashkenazi derives from which biblical figure?",conversational
"Who calls ruling elders?",conversational
"When was the patent case Davoll et al. v. Brown ruled on?",conversational
"What is another name for Tamiami Trail?",conversational
"How far away was the doctor from the rural area in Ohio?",conversational
"What did white males feel was happening to them as a result of affirmative action?",conversational
"Where are the most famed Carnival festivities?",conversational
"What place did Chasetown come in?",conversational
"Food aid can also be indirectly diverted from its intended recipients through the manipulation of what?",conversational
"What does NARTH state is wrong with the mainstream mental healths stand on conversion therapy?",conversational
"What year did Estonia establish a flat tax?",conversational
" Who made the instruments used by the Italian group?",conversational
"Who invaded Poland before the Nazi\u2019s?",conversational
"How are allopatric populations separated? ",conversational
"Aristotle thought what would fill any rarity that might give rise to a void?",conversational
"What kind of landings cause gymnasts to lose points?",conversational
"The top of the Inn Valley consists of what?",conversational
"What did Hitchens think Burke supported preserving?",conversational
"During what century did Florentine Tuscan begin to be used in poetry?",conversational
"What is the estimate variation of the present global macroscopic species diversity?",conversational
"Who hit a three run walk off homer off of closer Tom ""Flash"" Gordon?",conversational
"The BeiDou Navigation Satellite System consists of 3 separate what? ",conversational
"What are few multicellular organisms colonized to some degree by?",conversational
"How many poems did Augustus commission from Virgil?",conversational
"How many nations do the twenty-five foreign banks represent?",conversational
"Bohr introduced what value as the quantum of angular momentum?",conversational
"What type of structure do woven reinforcements have that cause them to have variation in their electrical parameters?",conversational
"What is the name of earliest man made pillar?",conversational
"When did regular broadcasts start in Europe?",conversational
"Under whose reign did Nabatean culture begin to show Greek influence?",conversational
"In what year did Kane Kramer apply for his patent?",conversational
"What do some people want to do with the people of Tuvalu?",conversational
"How many thumbs down votes did youtube's official statement about the new commenting system get within two days?",conversational
"What was Plymouth's 2013 GVA in millions of British Pounds?",conversational
"What is the system called that allows local residents to rent bicycles?",conversational
"Who invaded China?",conversational
"What number president of Egypt was Nasser?",conversational
"When were boxes with ""functional"" FireWire no longer included in the FCC mandate?",conversational
"What does SECARMY stand for?",conversational
"In the 2000's, what was the concern perceived toward immigrants by institutions?",conversational
"Which artist made Bobby Troup's song famous?",conversational
"Where does Miami fall among the least populous urban areas in the United States?",conversational
"When was Diego Maradona signed by Barcelona?",conversational
"What type of doors were not used?",conversational
"What aircraft was released by terrorists?",conversational
"Where is the US Army Intelligence Center?",conversational
"What are some of the things included in these recordings?",conversational
"Along with behavioral inhibition, research on what trait resulted in support for the Action Tendency Model?",conversational
"What components does he believe shoud be used in studies?",conversational
"What was the offering for the Emperor in Pompeii?",conversational
"What is a never used corollary of the first law?",conversational
"In 2007 the University of the Republic had a student body of how many people?",conversational
" When was the original Grecian constitution not formed?",conversational
"In breweries, what do you call a small vat that is filled with hops?",conversational
"What is made of a set configuration of data?",conversational
"Who created ACE?",conversational
" What seasons are Uranus currently entering?",conversational
"What excuse did the judges have for the trial despite the fact that the patents had expired?",conversational
"What is the result of tectonic movements within the Dead Sea Transform?",conversational
"Roman's adoption of what religion would greatly influence the German society? ",conversational
"Which two philosophers contrasted ""culture"" with the state of nature?",conversational
"When did John leave for Poitou?",conversational
"What was the date of the final ruling?",conversational
"What is the impossible structure of zinc?",conversational
"Who is the three headed watchdog guarding Hades?",conversational
"What theme is forbidden in the new east wing?",conversational
"Who used inhumane methods against oponents through the UBDA?",conversational
"What nonstandard feature does Southern Russian use?",conversational
"Who captured Samaria?",conversational
"Who extended the offer to the activists ?",conversational
"What was lead by Olaf Frederick Nelson on December 28, 1929?",conversational
"Who was president of the Miners' union?",conversational
"The United States has frequent droughts and widespread what?",conversational
"What does not have electric current running through a wire filament?",conversational
"Which pope was responsible for the dogmatization of the Immaculate Conception?",conversational
"What was the name of the act that allowed for broader interpretations in the 20th century?",conversational
"Lingayen Gulf operations supported what landings?",conversational
"In what year did Emperor Wu begin a series of attacks in Xiongnu territories?",conversational
"What was played at Chopin's graveside?",conversational
"What causes a glaciers stop moving?",conversational
"What does bronchial thermoplasty consist of?",conversational
"What is not infrared or ultraviolet?",conversational
"What caused the revolution against the Qing dynasty?",conversational
"When did Balfour leave the offeice of Chancellor of the Exchequer to become Prime Minisater?",conversational
"What did the bill Gladstone failed to pass state, much to Queen Victoria's pleasure? ",conversational
"What Dell service offers remote desktop management?",conversational
"What toxins did absinthe contain?",conversational
"Who led Nimrod Expedition to Antarctica? ",conversational
"Inside of what can the molecular circadian clock operate?",conversational
"Before the Renaissance where did Jesuits usually place their art?",conversational
"Were young apprentices hired for pay?",conversational
"Who was speculated to have wrote the book instead of Harper Lee?",conversational
"What places a greater emphasis on the acrobatic rather than the aesthetic?",conversational
"In what month is the MLB All-Star Game held?",conversational
"Turkish Cypriots were prevented from doing what?",conversational
"What type of economy has rule of law help China and Vietnam move towards?",conversational
"When did war with France break out?",conversational
"When did King Richard I begin his reign?",conversational
"When did the FAA start to regulate low altitude kite and balloon flying?",conversational
"What do restaurants do to keep prices low?",conversational
"Who was the king during the last dynasty o Kish?",conversational
"Where did Scott Butera work prior to becoming AFL commissioner?",conversational
"What did Napoleon name the war with Russia in an effort to garner support from Poland?",conversational
"How does youtube now operate as a business?",conversational
"What does AHRA stand for?",conversational
"When did larger sheets make a big comeback?",conversational
"What Greek philosophers had idealistic views?",conversational
"How many demons will Satan be leading?",conversational
"Why did some accuse Ibn Sina of burning down the royal church?",conversational
"Who developed a electric five-string mandolin?",conversational
"In what book did Hayy ibn Yaqdhan foreshadow the idea of modern materialism? ",conversational
"What research uses liquid H2?",conversational
"Which area in Alaska is the nation's third highest-yielding oil field?",conversational
"What is the earliest sighting of Chopin in Polish Literature?",conversational
"What percentage of men are estimated to have undergone male genital mutilation?",conversational
"When did Sassou announce that his government would not change the 2002 constitution?",conversational
"Who did Spain displace as the dominant European imperial power?",conversational
"In Army XXI, how many are active in periodic army training?",conversational
"Who did Spielberg begin dating in 1976?",conversational
"Who won the 2009 award for Media of the Year?",conversational
"What does the fluid in Uranus have a high conductivity of?",conversational
"What term was used in early times to judge a state's political capacity?",conversational
"What was Hirsch's approach called?",conversational
"What is the name of the character Microsoft used to make Windows 8 seem more personable?",conversational
"What does RBG stand for?",conversational
"What was the strongest storm to make landfall in North Carolina?",conversational
"In what year did New Jersey voters pass a referendum approving casino gambling for Atlantic City?",conversational
"What was a common background of post-punk musicians?",conversational
"During  the 1960's & 70's, Ann Arbor gained a reputation for what?",conversational
"What feature does the rockhopper penguin have around its eyes?",conversational
"The terms GMT and Greenwich Mean Time are also used informally to refer to what?",conversational
"What is the method in which videos can average a color similar to?",conversational
"what does null hypothesis test against?",conversational
"The Qajars defeated the Russians at what battle to take over Tblisi?",conversational
"Who did benevolent believers in humanism turn to for ideas about the philosophy?",conversational
"What file system do most removable devices use?",conversational
"How many guns were taken from the Earl of Mornington?",conversational
"St. Johns is in the northeast of what province?",conversational
"Who was given the task of creating a dictionary in the Novi Sad Agreement?",conversational
"What percentage of biodiversity has the planet lost since 1970",conversational
"In what year was New Haven's Lighthouse Point carousel constructed? ",conversational
"What is the exception to this common characteristic?",conversational
"What do most universities teaching liberal arts have? ",conversational
"What is the most common group of languages spoken in Mediterranean Europe?",conversational
"What did some tribes achieve by domesticating horses?",conversational
"What is the primary trigger for immunological changes in teens?",conversational
"Which ocean ranged the majority of the northern hemisphere in the Silurian period?",conversational
"In the winter of 1947, the National Museum started with a display of Indian art in what location?",conversational
"What paradox states that if a god can't create a stone so heavy he can't lift it?",conversational
"Craig underwent major surgery in what city?",conversational
"What is High Education?",conversational
"Between what species do usually transduction, conjugation and transformation take place?",conversational
"As of May 2011, what was Robert Patton's job title?",conversational
"What was the name of the tower that was the western boundary?",conversational
"what was the nickname of juan atkins, derrick may, and devin saunderson?",conversational
"Who offers poetry or literature courses for training Hokkien-fluent talents?",conversational
"Traffic patterns are usually flown at what altitude above ground level?",conversational
"For how long have Thuringian children been using the current education system?",conversational
"How many recordings did Kind Oliver's Creole Jazz band require?",conversational
"What percent of the Bronx is Hispanic and Latino Americans?",conversational
"Who has the first lab completely dedicated to psychology?",conversational
"After which individual was the LaFortune Center Notre Dame named?",conversational
"Countries might change their DST policy by enactments, adjustments, and what other type of policy changes?",conversational
"What deep-fried insect is part of the normal diet in some cultures?",conversational
"Who suggested that Jesus was the son of a Roman soldier?",conversational
"Where did Baptist missionaries not take a role in the anti-slavery movement?",conversational
"What system was in place to raise and educate Victoria; while also rendering her weak and dependent?",conversational
"Whose teachings did Jan Hus not base his own on?",conversational
"How many republics were in the USSR?",conversational
"What area of Mali did conflict arise in January of 2012?",conversational
"Which hormones are produces when a animal is happy?",conversational
"In the loanword sharing between Dutch and English, which language got the higher percentage of loanwords?",conversational
"On what date did the decisive Capture of Kufra occur?",conversational
"Since the 1960's what power was briefly equal in parity with the US?",conversational
"What is the range for the length of fields for non international matches in meters?",conversational
"What book was written by John the Baptist?",conversational
"In what product are glass fibers used to hold dead air?",conversational
"Which provinces field teams in the Quebec Junior Football League?",conversational
"Which military section could have a full military structure?",conversational
"What trade name was epinephrine marketed under?",conversational
"What is the Charles de Gaulle the flagship of?",conversational
"Who sells the newspaper Real Change on the street?",conversational
"Which services do most African Presbyterian churches refuse to offer?",conversational
"U.S. Highway 78 merges with what street?",conversational
"When was the Democratic Republic of Congo excluded from the Kimberly process?",conversational
" What is the smallest bay of Zhejiang?",conversational
"What questions came to occupy a central place in cultural and social anthropology?",conversational
"What happens to the umber of new resistance?",conversational
"Where is Midtown Raleigh?",conversational
"Who was one of Tom Hiddleston's classmates at Eton?",conversational
"Melbourne consists of how many municipalities?",conversational
"Who does Christian note disparities among?",conversational
"How large was the biggest find of copper?",conversational
"How many people saw the movie, ""The Cyborg Foundation"", at the 2013 Sundance Film Festival?",conversational
"What is traded on the black market in Delaware?",conversational
"Who was the only pope who took part in quiet hunting?",conversational
"What year did Dell's enterprise revenue make up a large chunk of its profit?",conversational
"In what geographic region of Lancashire does Blackpool lay?",conversational
"Poland was affected by trade connections with what League?",conversational
"What is the main component that makes up dietary fiber?",conversational
"Why did JFK send a letter to Pope John Paul II?",conversational
"What culture's cuisine is ploughman's lunch a part of?",conversational
"What percentage of Charleston's population were free people of color?",conversational
"What rediscovered inheritance was thought to invalidate Darwin's views on evolution?",conversational
"The philosophical meaning of suffering is close what term?",conversational
"What literature had a heavy emphasis on philosophy with very detailed court records?",conversational
"How do prokaryotes store their genomes?",conversational
"What university is the largest of the continent?",conversational
"What was Gorbachev trying to separate?",conversational
"The cello, contrabrass and fortepiano were new instruments during what period?",conversational
"What year was Americas Victory at King's Mountain?",conversational
"Give three examples of target organisms of pesticides.",conversational
"How many points are represented inside of BMP?",conversational
" What is Pabon's ranking?",conversational
"Besides Namibia what is one other country that is a member of the Commonwealth of Nations?",conversational
"How many educators volunteer at the KU School of Business?",conversational
